,日期,铜收益率%
0,2003-01-31,11.442307692307697
1,2003-02-28,-1.6393442622950838
2,2003-03-31,-6.988304093567255
3,2003-04-30,0.9745363093366821
4,2003-05-31,6.600249066002495
5,2003-06-30,-3.3294392523364524
6,2003-07-31,7.915407854984902
7,2003-08-31,-1.1198208286674172
8,2003-09-30,1.8120045300113352
9,2003-10-31,14.961067853170196
10,2003-11-30,0.14513788098693414
11,2003-12-31,11.159420289855081
12,2004-01-31,8.60495436766624
13,2004-02-29,18.047218887555026
14,2004-03-31,1.3559322033898313
15,2004-04-30,-11.237458193979933
16,2004-05-31,5.689525244913329
17,2004-06-30,-5.561497326203213
18,2004-07-31,6.757266893167224
19,2004-08-31,-0.990099009900991
20,2004-09-30,6.964285714285712
21,2004-10-31,-3.4724540901502454
22,2004-11-30,7.575233483223798
23,2004-12-31,1.7684887459807008
24,2005-01-31,-2.6856240126382325
25,2005-02-28,5.162337662337668
26,2005-03-31,1.5128125964803951
27,2005-04-30,-2.1897810218978075
28,2005-05-31,-4.944029850746268
29,2005-06-30,7.621851488387299
30,2005-07-31,7.446808510638303
31,2005-08-31,1.66902404526168
32,2005-09-30,4.952698942682243
33,2005-10-31,3.1548250265111433
34,2005-11-30,9.432022616294011
35,2005-12-31,3.45232503522781
36,2006-01-31,9.875141884222472
37,2006-02-28,-1.0123966942148788
38,2006-03-31,12.606971404717182
39,2006-04-30,31.232622798887853
40,2006-05-31,11.652542372881358
41,2006-06-30,-7.020872865275141
42,2006-07-31,5.850340136054433
43,2006-08-31,-2.0565552699228773
44,2006-09-30,-0.3937007874015741
45,2006-10-31,-2.885375494071152
46,2006-11-30,-3.9479039479039524
47,2006-12-31,-11.440677966101697
48,2007-01-31,-8.61244019138756
49,2007-02-28,5.898778359511336
50,2007-03-31,13.299274884640733
51,2007-04-30,13.381818181818183
52,2007-05-31,-4.297626683771649
53,2007-06-30,1.5817694369973267
54,2007-07-31,5.502771179730792
55,2007-08-31,-6.191369606003749
56,2007-09-30,7.0666666666666655
57,2007-10-31,-3.486924034869243
58,2007-11-30,-9.303225806451609
59,2007-12-31,-4.751742779911794
60,2008-01-31,9.410007468259884
61,2008-02-29,14.812286689419786
62,2008-03-31,-0.178359096313907
63,2008-04-30,2.203692674210833
64,2008-05-31,-7.400932400932403
65,2008-06-30,7.740717432347388
66,2008-07-31,-5.712616822429906
67,2008-08-31,-6.9508115475158005
68,2008-09-30,-15.046604527296935
69,2008-10-31,-34.87460815047022
70,2008-11-30,-11.913357400722024
71,2008-12-31,-15.573770491803273
72,2009-01-31,3.941747572815535
73,2009-02-28,6.575751914814121
74,2009-03-31,19.310546304411336
75,2009-04-30,8.716944172380025
76,2009-05-31,7.995495495495497
77,2009-06-30,3.6558915537017844
78,2009-07-31,15.646942840472411
79,2009-08-31,13.169798190675008
80,2009-09-30,-5.003843197540359
81,2009-10-31,5.024678372036573
82,2009-11-30,7.380585516178728
83,2009-12-31,6.299325584732385
84,2010-01-31,-9.040226781857452
85,2010-02-28,7.237730584865609
86,2010-03-31,8.217547744256848
87,2010-04-30,-5.278907388935783
88,2010-05-31,-7.25259889293911
89,2010-06-30,-5.062738362106611
90,2010-07-31,11.7801287948482
91,2010-08-31,1.5733234571965404
92,2010-09-30,8.474004051316687
93,2010-10-31,1.9607843137254832
94,2010-11-30,2.405372405372397
95,2010-12-31,15.476332419220217
96,2011-01-31,0.8776458440888035
97,2011-02-28,1.064483111566017
98,2011-03-31,-4.0105327121733865
99,2011-04-30,-1.1289301540409413
100,2011-05-31,-1.517447444242881
101,2011-06-30,1.844226768377255
102,2011-07-31,4.691988509415901
103,2011-08-31,-5.914634146341468
104,2011-09-30,-24.422121408511554
105,2011-10-31,14.434757753322858
106,2011-11-30,-1.7322342949918745
107,2011-12-31,-3.9525691699604737
108,2012-01-31,10.370105725589829
109,2012-02-29,2.205970507133448
110,2012-03-31,-1.0674486803519012
111,2012-04-30,-0.3794166469053839
112,2012-05-31,-11.479409664365626
113,2012-06-30,4.040336134453781
114,2012-07-31,-2.571723959679506
115,2012-08-31,0.7030110094176978
116,2012-09-30,8.24552160168599
117,2012-10-31,-5.6948162569968375
118,2012-11-30,3.0967741935483906
119,2012-12-31,-0.5719649561952367
120,2013-01-31,3.216142391400112
121,2013-02-28,-4.680601965901598
122,2013-03-31,-3.6169396110542484
123,2013-04-30,-6.588082248151538
124,2013-05-31,3.3963336649140308
125,2013-06-30,-7.023089609675647
126,2013-07-31,1.7930524759793176
127,2013-08-31,3.2630004501691845
128,2013-09-30,2.5594149908592323
129,2013-10-31,-0.7431783902372091
130,2013-11-30,-2.884455987180201
131,2013-12-31,4.900426742532016
132,2014-01-31,-4.495220014916268
133,2014-02-28,-0.43589379525770244
134,2014-03-31,-5.233660853072464
135,2014-04-30,-0.03461092802432564
136,2014-05-31,3.018214662050278
137,2014-06-30,2.4914152115145694
138,2014-07-31,1.2688907898488644
139,2014-08-31,-2.051245952414471
140,2014-09-30,-4.345076394578362
141,2014-10-31,0.841472577009772
142,2014-11-30,-5.409029950827005
143,2014-12-31,-1.0034656584751112
144,2015-01-31,-12.57578409687634
145,2015-02-28,7.317073170731714
146,2015-03-31,2.094640434192674
147,2015-04-30,4.917351939529868
148,2015-05-31,-4.71063257065949
149,2015-06-30,-4.253904951811238
150,2015-07-31,-9.337035751475186
151,2015-08-31,-1.5409647779479285
152,2015-09-30,0.14581510644502416
153,2015-10-31,-0.7377208309066186
154,2015-11-30,-10.571093291609623
155,2015-12-31,2.547840349917996
156,2016-01-31,-2.559181062060145
157,2016-02-29,2.867148172466627
158,2016-03-31,3.3297872340425583
159,2016-04-30,3.685781941727573
160,2016-05-31,-7.576208916691495
161,2016-06-30,4.222174473571116
162,2016-07-31,1.432841975054111
163,2016-08-31,-6.138211382113823
164,2016-09-30,5.619315721091378
165,2016-10-31,-0.3177857508969706
166,2016-11-30,19.189633895516245
167,2016-12-31,-4.8144952545297715
168,2017-01-31,8.411892675852073
169,2017-02-28,-0.008361204013374035
170,2017-03-31,-1.98177105109123
171,2017-04-30,-2.149803787749527
172,2017-05-31,-0.7323452484742754
173,2017-06-30,4.67240470753556
174,2017-07-31,6.947474408457799
175,2017-08-31,6.935509179350374
176,2017-09-30,-4.607483492296405
177,2017-10-31,5.552991847408095
178,2017-11-30,-1.3334304867385627
179,2017-12-31,7.28897422642345
180,2018-01-31,-2.2439427312775373
181,2018-02-28,-2.316575130263343
182,2018-03-31,-2.8256325236070023
183,2018-04-30,1.201691269193672
184,2018-05-31,0.09528696034597495
185,2018-06-30,-3.060925600468656
186,2018-07-31,-4.487082640882312
187,2018-08-31,-5.251502689022458
188,2018-09-30,4.499165275459105
189,2018-10-31,-4.153686396677047
190,2018-11-30,3.3169430785898735
191,2018-12-31,-4.622085988545621
192,2019-01-31,4.25405953991882
193,2019-02-28,5.151293907682319
194,2019-03-31,-0.11572288227125194
195,2019-04-30,-0.6410751525449898
196,2019-05-31,-9.460509950248753
197,2019-06-30,3.0479951918949144
198,2019-07-31,-1.0164972504582592
199,2019-08-31,-4.848484848484846
200,2019-09-30,1.0527246992215078
201,2019-10-31,1.654556596340706
202,2019-11-30,1.265931794695141
203,2019-12-31,4.923888085721573
204,2020-01-31,-9.863835305560054
205,2020-02-29,1.3398075712615753
206,2020-03-31,-12.511091393078965
207,2020-04-30,5.131845841784988
208,2020-05-31,3.8008875168821232
209,2020-06-30,12.249070631970248
210,2020-07-31,5.5803941049842765
211,2020-08-31,4.673776662484319
212,2020-09-30,0.17980221756068726
213,2020-10-31,0.40382889620100837
214,2020-11-30,12.706688514821995
215,2020-12-31,2.478191911181593
216,2021-01-31,0.7738440704198046
217,2021-02-28,15.185256287195248
218,2021-03-31,-2.1166666666666667
219,2021-04-30,11.345706339746876
220,2021-05-31,4.745641757569574
221,2021-06-30,-8.706019757652438
222,2021-07-31,3.560767590618341
223,2021-08-31,-1.842701255919288
224,2021-09-30,-6.156266386995279
225,2021-10-31,6.660706303084485
226,2021-11-30,-0.9744341994970651
227,2021-12-31,3.216590836948474
228,2022-01-31,-2.2142491030240907
229,2022-02-28,3.35989097389664
230,2022-03-31,5.147319843805476
231,2022-04-30,-6.29883283495708
232,2022-05-31,-2.8309656166357833
233,2022-06-30,-12.729102659180002
234,2022-07-31,-3.793626707132014
235,2022-08-31,-1.6971608832807572
236,2022-09-30,-3.8572620499326082
237,2022-10-31,-0.6141522029372459
238,2022-11-30,11.297689414293387
239,2022-12-31,1.0742305371152616
240,2023-01-31,10.807260568426091
241,2023-02-28,-3.2223299924560855
242,2023-03-31,0.15033407572382362
243,2023-04-30,-4.425418357702782
244,2023-05-31,-5.648304345296962
245,2023-06-30,2.583230579531448
246,2023-07-31,6.208305787607427
247,2023-08-31,-4.515617926663651
248,2023-09-30,-1.9201137845205607
249,2023-10-31,-1.8851963746223555
250,2023-11-30,4.31703411750215
